"","y","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"482",-69.1152,1.3466,-1.2026,1.6103,3.3602,0.2347,0.9969,-1.624,0.6827,0.9445,0.23,13.9,19.24,90.8236,573.6567,0.0799,0.0533,0.03,0.0207,0.1579,0.0559,2.0616,-2.0345,1.6077,2.6538,0.2555,1.9037,-2.2303,1.1513,1.6126,0.2551
"512",-15.5509,0.6173,0.2847,-0.4399,1.5822,0.3176,0.2549,-0.0802,-1.3969,-0.9861,0.3116,14.81,14.7,109.8409,729.0593,0.0847,0.0502,0.0342,0.0254,0.1659,0.0535,1.0949,0.5485,-0.9202,-0.0715,0.6105,0.9301,0.3842,-1.391,-1.1628,0.6099
"234",-179.4529,0.4239,1.6023,1.2281,3.7064,-0.0165,0.0038,1.1144,0.0977,0.1127,-0.0231,20.51,27.81,122.4928,1343.687,0.0916,0.1074,0.1554,0.0834,0.1448,0.0559,0.6662,1.7915,1.3303,1.7919,-0.0531,0.4639,1.5487,0.7764,0.3906,-0.0538
"547",-53.9487,0.0808,1.5835,1.2194,1.5962,-0.283,-0.2181,1.1892,0.4187,-0.1628,-0.2888,10.32,16.35,65.728,140.2976,0.0943,0.0499,0.0101,0.0055,0.1885,0.062,-0.235,2.1815,1.1506,0.8873,0.1333,-0.3634,2.0048,0.7585,0.076,0.1327
"480",-50.4045,-0.9044,1.2584,2.1737,4.4555,0.1069,-1.264,0.864,1.1561,1.6457,0.1005,16.25,19.51,116.3984,900.5697,0.1026,0.1893,0.2236,0.0919,0.2151,0.0658,-1.3348,1.9986,2.1972,3.8038,0.5268,-1.5073,1.8048,1.6933,2.6348,0.5261
"414",-96.6564,0.5257,2.6083,-0.2,1.8556,0.2023,0.1705,2.1642,-1.1679,-0.7341,0.1974,14.99,22.11,108.0486,469.5822,0.0852,0.1025,0.0686,0.0388,0.1944,0.0591,0.7376,3.4566,-0.6397,0.4173,0.1919,0.5725,3.2438,-1.117,-0.6815,0.1914
"494",-21.5009,-0.0913,1.4465,1.444,1.1869,-1.7027,-0.4242,1.0968,0.5669,-0.9577,-1.7053,12.46,12.83,69.9852,219.1709,0.0737,0.0404,0.0072,0.0115,0.1613,0.0601,0.1994,1.8723,1.5365,-0.1493,-1.7905,0.0527,1.7219,1.1056,-1.0986,-1.7908
"40",-94.5499,1.9296,-0.4398,1.2227,2.8271,-0.8155,1.5978,-0.8635,0.3058,0.5038,-0.8221,13.48,20.82,76.7313,438.8497,0.1016,0.1255,0.1063,0.0544,0.172,0.0642,2.4805,-1.0068,0.6893,2.1127,-1.1858,2.3273,-1.211,0.2344,1.1021,-1.1865
"296",-6.3995,0.3676,0.2545,0.2996,1.9955,-0.1381,0.0215,-0.0994,-0.625,-0.3785,-0.1441,13.77,13.27,86.4586,610.9449,0.092,0.0622,0.0106,0.0192,0.1592,0.0591,1.0003,0.5957,0.1761,0.7824,0.2434,0.8436,0.4419,-0.2786,-0.2449,0.2428
"292",-60.0217,0.7803,-0.5659,-0.3105,2.9314,0.2183,0.4249,-0.9786,-1.2736,0.3531,0.2125,14.96,19.1,98.1809,528.7987,0.0899,0.0982,0.0594,0.0482,0.1879,0.0585,1.4871,-0.9914,-0.9589,2.0236,0.4882,1.3222,-1.1856,-1.4348,0.9286,0.4876
"367",-152.5158,-0.0903,0.6047,-0.5114,3.2402,-1.9487,-0.4989,0.1272,-1.6321,-0.2293,-1.9557,20.2,26.83,133.6524,1310.4457,0.099,0.1669,0.1641,0.1265,0.1875,0.0602,0.3548,0.3018,-1.9186,1.4597,-2.5169,0.1556,0.0643,-2.4703,0.0933,-2.5177
"517",-66.0061,0.8519,-1.4032,1.6162,3.1103,0.6115,0.4594,-1.8173,0.5479,-0.09,0.6032,18.31,20.58,131.9382,1035.9203,0.1068,0.1248,0.1569,0.0945,0.186,0.0594,1.015,-2.0516,1.7144,0.9884,1.2935,0.8272,-2.2534,1.1873,-0.2992,1.2926
"10",-150.1562,-0.3289,0.5967,1.8983,2.9291,-1.6231,-0.633,0.1541,1.0112,0.7926,-1.6288,12.46,24.04,72.3446,470.0565,0.1186,0.2396,0.2273,0.0854,0.203,0.0824,-0.5374,0.7626,2.2747,2.5139,-1.7282,-0.6804,0.5417,1.8317,1.5665,-1.7289
"145",-31.4434,0.8988,-0.306,-0.1734,1.5633,1.4714,0.5936,-0.678,-0.9908,-0.2842,1.4674,10.75,14.97,76.499,281.4652,0.0779,0.0514,0.0225,0.0079,0.1399,0.0569,1.533,-0.7567,-0.2323,0.2362,1.8223,1.4009,-0.9232,-0.6332,-0.6065,1.8219
"200",-74.8283,-0.309,-1.0464,-0.9542,2.8531,-0.8611,-0.6544,-1.4617,-1.9018,0.3621,-0.8671,14.45,20.22,105.3607,501.3888,0.0987,0.1206,0.118,0.0598,0.195,0.0647,-0.603,-0.9353,-1.6109,2.3914,-0.9306,-0.7638,-1.1356,-2.0807,1.3247,-0.9313
"103",-83.6554,-1.1834,-1.0681,1.1547,3.8856,0.3649,-1.5123,-1.5057,0.2892,1.7855,0.3604,12.18,20.52,84.455,437.3688,0.0801,0.0404,0.0238,0.0177,0.1739,0.0568,-1.9038,-2.1953,1.0931,3.9873,0.3235,-2.0483,-2.3993,0.6668,3.0532,0.3231
"5",15.2116,-0.3173,1.0756,3.0248,1.9229,0.2817,-0.7314,0.7414,1.8948,-1.6359,0.2743,20.29,14.34,150.6002,1322.2732,0.1003,0.1328,0.198,0.1043,0.1809,0.0588,-0.8456,1.5915,3.6695,-0.4156,0.5178,-1.046,1.4331,3.1147,-1.8075,0.517
"291",-73.3325,1.2394,3.8647,0.116,2.6401,0.6804,0.9007,3.4574,-0.8383,0.1301,0.6777,14.41,19.73,102.382,529.0519,0.0876,0.1676,0.1362,0.066,0.1714,0.0719,1.8384,5.734,-0.9268,2.1216,1.4556,1.6789,5.5372,-1.4001,1.0491,1.4553
"304",-81.3519,2.5752,-0.209,1.3478,1.7922,0.2283,2.2771,-0.6253,0.5435,0.0023,0.2213,10.49,18.61,63.6127,406.9419,0.1068,0.0668,0.023,0.0178,0.1482,0.066,3.8437,-0.5767,1.5702,1.4982,0.4856,3.7141,-0.7685,1.1736,0.6765,0.4849
"507",-85.8179,0.092,0.4462,0.9838,2.0961,-0.153,-0.2236,0.0271,0.1071,0.0136,-0.1599,12.22,20.04,78.3696,370.0357,0.1096,0.1152,0.0818,0.0217,0.2124,0.0689,0.1147,0.3947,1.0994,0.5217,0.0105,-0.0286,0.1949,0.6671,-0.4071,0.0097
"314",-5.7964,0.0686,-0.6208,-0.2581,1.5202,-1.1109,-0.2467,-0.9366,-1.1073,-0.4596,-1.1155,11.54,10.72,56.0215,481.3979,0.086,0.0597,0.0137,0.0089,0.1833,0.061,0.3201,-0.7957,-0.6408,0.4937,-1.6828,0.1814,-0.9284,-1.0576,-0.3981,-1.6832
"410",-66.5483,-0.0989,1.6693,-0.2132,3.7034,0.76,-0.4237,1.2639,-1.0824,1.5888,0.7542,12.27,17.92,59.0283,581.4082,0.0868,0.0653,0.0321,0.0265,0.1966,0.056,-0.1635,2.4622,-0.562,3.9593,1.1092,-0.3083,2.2752,-0.9914,3.0197,1.1086
"114",-94.1349,0.2981,0.2135,0.092,1.6605,0.7958,0.01,-0.2104,-0.7189,-0.1237,0.7902,10.51,20.19,67.6078,377.3033,0.1122,0.1303,0.0648,0.0307,0.1922,0.0778,0.5193,-0.2865,-0.162,0.5292,1.0926,0.3908,-0.4876,-0.5636,-0.2915,1.0919
"191",-110.01,0.099,-0.8133,1.3878,2.769,-1.6,-0.229,-1.2496,0.4421,0.3482,-1.6054,14.22,23.12,88.574,462.2575,0.1075,0.2413,0.1981,0.0662,0.2384,0.0754,-0.3421,-1.6794,1.0447,1.8034,-2.6691,-0.4989,-1.8956,0.5754,0.7591,-2.6697
"77",15.7529,-0.7836,1.0918,0.7375,2.0793,-0.7654,-1.1191,0.7872,-0.1745,-0.2364,-0.7756,13.53,10.94,106.3525,453.3792,0.1291,0.1047,0.0688,0.0656,0.2403,0.0664,-0.6015,1.0096,0.6929,1.0405,-0.9406,-0.7555,0.8761,0.2395,0.0312,-0.9418
"92",-121.4283,-1.0008,1.3992,0.8338,1.4347,-0.8018,-1.3606,0.9556,-0.1399,-1.2224,-0.8074,15.37,22.76,95.2559,665.9954,0.092,0.1036,0.1122,0.0748,0.1717,0.061,-1.7731,1.0669,0.1493,-0.1705,-0.9897,-1.941,0.8512,-0.3335,-1.2905,-0.9903
"567",-202.3513,0.823,0.1962,1.794,3.0727,-0.8075,0.4475,-0.3032,0.7763,0.1833,-0.8128,16.6,28.08,88.8312,920.3231,0.0846,0.1023,0.0925,0.053,0.159,0.0565,1.674,-0.2454,2.1715,1.7593,-0.7379,1.4974,-0.4908,1.67,0.5664,-0.7385
"208",-78.5086,0.4749,0.168,-0.2829,1.6934,0.3201,0.0895,-0.2558,-1.3071,-1.2688,0.3133,17.01,20.26,99.4719,951.6832,0.0877,0.073,0.0695,0.0539,0.2026,0.0522,1.1673,0.4162,-0.8077,0.2076,0.9592,0.9872,0.2148,-1.3122,-1.0084,0.9586
"308",-39.7755,0.2203,1.1067,2.2457,2.6625,-0.1848,-0.0621,0.7333,1.5009,1.1354,-0.1852,9,14.4,53.117,203.1626,0.07,0.0312,0.0037,0.0035,0.1788,0.0683,0.4426,1.545,2.995,2.3666,0.0522,0.3259,1.3824,2.6315,1.6444,0.0522
"316",-37.6715,0.9894,0.775,1.3336,4.3158,-1.089,0.6556,0.3712,0.4517,2.1561,-1.0944,12.49,16.85,91.2588,478.8197,0.0851,0.0383,0.0045,0.0064,0.1215,0.0567,1.5949,1.1834,1.3616,4.0101,-1.3665,1.4478,1.0031,0.9297,3.0566,-1.3671
"124",10.208,0.942,0.7837,1.8807,1.9173,0.6387,0.5943,0.4834,0.9337,-0.5708,0.6308,14.5,10.89,79.3263,724.6013,0.1101,0.1099,0.0884,0.0578,0.1856,0.064,1.0971,1.3323,1.9763,0.2922,0.7478,0.9358,1.1996,1.5071,-0.7734,0.7469
"212",-62.8648,-0.6011,2.2534,0.9901,2.5583,0.3361,-0.919,1.8346,0.133,0.5286,0.3309,11.84,18.94,79.9323,511.4707,0.0887,0.069,0.0267,0.0139,0.1533,0.0606,-1.0996,3.3171,1.2568,1.5251,0.6626,-1.2408,3.1232,0.8351,0.6163,0.6621
"184",-34.9712,0.3818,0.9559,1.7055,2.9071,-0.7003,0.0726,0.5945,0.8633,0.9363,-0.7054,11.41,14.92,76.9927,610.6684,0.0906,0.0816,0.0618,0.0236,0.1167,0.0622,-0.233,1.349,2.2227,2.2782,-1.0808,-0.3703,1.1836,1.8067,1.3914,-1.0813
"380",-83.4273,0.4667,-0.2215,1.52,1.8923,-0.9202,0.1802,-0.6143,0.6891,0.0376,-0.9269,11.08,18.83,71.3271,377.5325,0.1216,0.2154,0.1689,0.0637,0.2196,0.0795,0.5715,-0.4184,1.9105,0.7126,-0.6495,0.4396,-0.6089,1.496,-0.1347,-0.6503
"503",-44.0292,-1.1048,0.1271,0.939,1.005,0.2857,-1.426,-0.2526,0.0558,-1.1333,0.2774,12.54,16.32,86.5567,515.5356,0.1158,0.1085,0.0593,0.0328,0.1943,0.0661,-1.625,0.3652,1.0349,-0.3363,0.9083,-1.7711,0.1897,0.598,-1.2842,0.9073
"49",-27.7384,0.4357,1.1466,1.7304,2.5231,-0.2393,0.1187,0.7898,0.8636,0.4444,-0.2469,12.05,14.63,82.6249,345.4718,0.1031,0.0909,0.0659,0.0275,0.1675,0.0604,0.6251,2.3187,2.0805,1.9554,0.1484,0.4827,2.1555,1.6522,1.029,0.1475
"303",-106.0089,1.9131,0.5276,0.3229,4.6907,0.2786,1.5078,0.0869,-0.802,1.2069,0.273,20.09,23.86,134.9172,1222.1798,0.108,0.1838,0.2283,0.128,0.2249,0.0747,2.6335,0.2689,-0.1778,3.6287,0.5319,2.4353,0.049,-0.7314,2.2576,0.5312
"64",-33.6438,1.216,0.3384,0.6458,1.4613,1.0132,0.9427,-0.0094,-0.1089,-0.1056,1.0118,9.173,13.86,55.9259,210.6696,0.0772,0.0875,0.0599,0.0218,0.2341,0.0696,1.8023,0.7008,0.3806,0.9367,1.4108,1.6851,0.5434,0.0081,0.1977,1.4106
"198",-87.3928,-0.6135,-0.5387,1.6259,3.783,0.2791,-1.0093,-0.9728,0.5664,0.6251,0.2751,18.08,21.84,118.6681,1103.3253,0.0737,0.0864,0.1103,0.0578,0.177,0.0534,-0.6953,-0.9202,1.2399,2.2591,0.4906,-0.8824,-1.1306,0.7192,0.9843,0.4902
"541",-23.3936,0.8495,-1.14,-0.4876,3.1739,1.9093,0.5433,-1.494,-1.3355,1.2093,1.9037,11.54,14.44,88.618,508.9368,0.0998,0.112,0.0674,0.0259,0.1818,0.0678,1.594,-2.0315,-1.0453,3.028,3.1467,1.4562,-2.1932,-1.4643,2.1417,3.146
"25",-97.8744,-0.6379,-0.3929,1.4417,2.865,-1.1252,-1.0078,-0.8162,0.4231,-0.098,-1.1336,16.65,21.38,94.4721,980.8062,0.1121,0.1457,0.1525,0.0917,0.1995,0.0633,-0.9247,-0.8915,1.5312,1.2215,-1.816,-1.1009,-1.0983,1.0268,0.0054,-1.817
"371",-117.1258,-0.1232,-0.1318,1.7211,4.3013,0.0716,-0.4889,-0.5718,0.7067,1.449,0.0653,16.35,23.29,98.1186,949.1531,0.0974,0.1497,0.1811,0.0877,0.2175,0.0622,-0.4073,-0.7193,1.9633,3.5743,-0.0074,-0.5813,-0.9368,1.4609,2.392,-0.0081
"9",-111.0066,-0.2229,0.3369,1.7966,1.2601,1.2925,-0.5395,-0.0871,0.8917,-0.9713,1.284,13,21.82,88.6021,397.9332,0.1273,0.1932,0.1859,0.0935,0.235,0.0739,-0.8054,0.5341,2.4028,-0.5455,2.3198,-0.9535,0.3253,1.9509,-1.5261,2.3187
"42",NA,-0.0339,0.4816,0.9782,-0.2742,-1.6858,-0.3299,0.0519,0.1541,-2.1571,-1.6946,10.95,21.35,78.0875,390.5528,0.1227,0.1218,0.1044,0.0567,0.1895,0.0687,0.1879,0.2664,1.0632,-1.84,-2.0299,0.0554,0.0589,0.6525,-2.697,-2.031
"20",NA,0.0072,-0.2948,1.0343,2.2056,1.0694,-0.3323,-0.648,0.121,-0.1307,1.0621,13.54,14.36,72.4445,376.0018,0.0978,0.0813,0.0666,0.0478,0.1885,0.0577,-0.3405,-0.7704,1.1461,0.5219,1.7012,-0.4951,-0.9315,0.6935,-0.4934,1.7004
"382",NA,0.2487,-0.9653,0.6207,0.9374,-0.6532,-0.0569,-1.3329,-0.2056,-0.9483,-0.6565,11.04,14.93,75.9273,487.6739,0.0799,0.0708,0.0355,0.0207,0.2003,0.0625,0.2114,-1.5374,0.5849,-0.0089,-0.7201,0.0771,-1.7034,0.1771,-0.8671,-0.7205
"149",NA,-0.3597,0.8021,1.0437,3.9386,1.1153,-0.7077,0.4417,0.0979,1.4501,1.1084,14.44,15.18,84.3382,452.8991,0.0997,0.1021,0.0849,0.0553,0.1724,0.0608,0.2523,0.5925,0.7109,3.1188,1.8414,0.0913,0.4256,0.2423,2.0533,1.8407
"366",NA,-0.28,1.8315,1.8345,4.6651,-0.8957,-0.6984,1.3961,0.7057,1.1094,-0.9024,20.44,21.78,146.9209,1085.4801,0.0915,0.1131,0.098,0.0778,0.1618,0.0556,-0.8178,1.5503,2.1506,3.3905,-1.3478,-1.0196,1.34,1.5978,1.9998,-1.3485
"243",NA,-0.0221,-0.4599,-0.0326,2.0444,-1.9983,-0.3218,-0.847,-0.8755,0.1164,-2.0015,11.3,18.19,68.6892,229.7978,0.0959,0.1325,0.1548,0.0285,0.2054,0.0767,0.0587,-0.6075,-0.6837,1.0745,-2.9073,-0.0767,-0.794,-1.1007,0.2009,-2.9077
"268",NA,0.7445,0.5821,1.4873,1.0956,-0.3741,0.4046,0.135,0.5684,-1.2326,-0.3781,13.59,21.84,81.2688,427.4891,0.0796,0.0826,0.0407,0.0214,0.1635,0.0586,0.8321,1.1341,1.5259,-0.5259,0.2835,0.6772,0.9224,1.0735,-1.5379,0.2831
"133",NA,0.6689,1.1015,0.9287,2.4872,-0.311,0.3027,0.6697,-0.0782,-0.312,-0.3185,16.16,21.54,106.2909,757.3589,0.1008,0.1284,0.1043,0.0561,0.216,0.0589,0.6964,1.8979,0.2631,0.7154,0.4849,0.5233,1.6893,-0.2336,-0.4503,0.4841
"467",NA,-0.8107,0.5477,0.639,0.9537,-1.0718,-1.1402,0.1252,-0.2695,-1.3239,-1.0767,13.14,20.74,84.8895,410.949,0.0867,0.1089,0.1085,0.0351,0.1562,0.0602,-1.2736,0.7711,0.0477,-0.6709,-1.2778,-1.4245,0.5674,-0.4014,-1.6656,-1.2783
"174",NA,2.1068,0.2021,0.9873,2.6865,-1.0672,1.7979,-0.1661,0.1655,0.7956,-1.0731,11.08,14.71,70.8644,254.4942,0.1006,0.0574,0.0236,0.0258,0.1566,0.0667,2.83,-0.0966,0.7805,1.782,-2.026,2.6951,-0.2612,0.3741,0.9229,-2.0266
"556",NA,-1.4039,1.3457,0.8879,-0.2666,-0.0583,-1.697,0.8448,0.0941,-2.0194,-0.0636,10.29,27.61,54.2069,248.017,0.0903,0.0766,0.06,0.0274,0.1593,0.0613,-1.974,2.5066,0.4494,-1.8574,0.1702,-2.1017,2.263,0.0566,-2.6656,0.1696
"497",NA,-1.125,0.4027,0.0676,1.1308,-0.7829,-1.4441,0.0048,-0.8192,-1.0324,-0.7895,12.65,18.17,86.0559,536.9098,0.1076,0.1334,0.0802,0.0507,0.1641,0.0685,-1.3708,0.4981,0.1746,0.1397,-0.8981,-1.5173,0.3103,-0.2658,-0.8161,-0.8988
"55",NA,2.0356,0.3745,2.1811,3.6874,0.6114,1.6736,-0.0719,1.2132,1.0578,0.6052,15.1,22.02,100.0396,689.5621,0.0906,0.0708,0.0525,0.0333,0.1616,0.0568,2.9032,0.0945,2.162,3.2212,1.0438,2.7367,-0.1181,1.6853,2.1102,1.0431
"345",NA,0.6552,1.2532,1.8147,1.5482,1.7236,0.34,0.8801,0.9665,-0.4571,1.7152,11.71,15.45,67.3284,303.2468,0.115,0.0728,0.0401,0.0325,0.2009,0.0651,0.7772,1.804,2.3368,0.7729,2.9816,0.6373,1.6343,1.9169,-0.1283,2.9806
"203",NA,-0.3261,1.0198,-0.0383,5.1797,-1.5528,-0.763,0.5627,-1.2586,1.1218,-1.5617,23.29,26.67,174.4864,1697.0961,0.1141,0.2084,0.3523,0.162,0.22,0.0623,-0.4556,1.186,-0.9264,2.8998,-1.7429,-0.6726,0.9529,-1.5226,1.3687,-1.7439
"301",NA,0.741,-0.7098,0.4637,4.3259,-1.4244,0.3396,-1.0977,-0.6417,0.8797,-1.4327,19.53,18.9,129.83,1250.8317,0.115,0.1642,0.2197,0.1062,0.1792,0.0655,1.4246,-1.0226,-0.3715,2.5546,-2.4252,1.2296,-1.2125,-0.9156,1.195,-2.4261
"252",NA,1.4535,0.0475,0.9395,1.6278,0.0797,1.1389,-0.3658,0.0978,-0.3477,0.0735,11.5,18.45,54.07,428.136,0.0934,0.0599,0.0264,0.0207,0.1834,0.0593,1.5601,-0.0459,1.2669,0.6656,0.1606,1.4216,-0.2366,0.8516,-0.2246,0.1599
"552",NA,-0.7721,1.8151,-0.7589,1.5415,0.3251,-1.0771,1.3634,-1.5894,-0.3587,0.3198,11.13,22.44,62.9363,295.9325,0.0957,0.0819,0.0482,0.0226,0.203,0.0655,-1.0936,2.1462,-1.3837,0.5194,0.3507,-1.2285,1.9311,-1.7938,-0.3442,0.3501
"340",NA,1.8881,0.7681,0.5493,2.7576,-0.1945,1.4391,0.3235,-0.6585,-1.3797,-0.2037,23.51,24.27,163.9826,1596.0379,0.1069,0.1283,0.2308,0.141,0.1797,0.0551,2.6235,1.1274,-0.1881,-0.3541,-0.4911,2.4037,0.9051,-0.7782,-1.9062,-0.4921
"412",NA,0.8507,1.045,-0.4187,2.3478,0.6597,0.5464,0.6522,-1.2451,0.4574,0.6521,11.04,16.83,72.9464,334.2835,0.1077,0.078,0.0305,0.0248,0.1714,0.0634,1.5089,1.1781,-1.0752,2.0038,1.3508,1.3747,0.9984,-1.4836,1.1445,1.3499
"540",NA,-0.3478,-0.5596,2.8589,0.8242,0.2606,-0.5905,-1.0336,2.1754,-0.4361,0.259,7.691,25.44,50.4663,162.1895,0.0867,0.1199,0.0925,0.0136,0.2037,0.0775,-0.6713,-0.8067,3.644,0.3388,0.5751,-0.7734,-1.038,3.309,-0.2756,0.5749
"297",NA,0.2879,-0.8844,3.5443,1.889,-1.3018,-0.0206,-1.2247,2.7245,0.0199,-1.3064,10.91,12.35,71.9042,290.1351,0.0852,0.0472,0.0124,0.0137,0.1449,0.0603,0.5478,-1.1467,4.524,1.1182,-2.0321,0.4141,-1.2931,4.1206,0.2675,-2.0326
"282",NA,1.071,1.9372,-0.7637,2.8015,1.2641,0.7492,1.5778,-1.6087,0.7802,1.2608,11.74,14.02,79.8013,245.0411,0.0781,0.0434,0.0224,0.0276,0.2101,0.0611,1.9988,2.7857,-1.5321,2.364,2.1308,1.8581,2.6263,-1.9499,1.4569,2.1305
"488",NA,1.1409,2.4986,0.7632,1.8565,-1.0847,0.738,2.1123,-0.334,-1.5169,-1.093,19.44,18.82,130.3834,1215.5778,0.1089,0.1448,0.2256,0.1194,0.1823,0.0612,1.0519,3.7074,0.5397,-1.1052,-1.3562,0.8571,3.5181,-0.0014,-2.4437,-1.3571
"417",NA,1.0526,0.3414,0.7368,2.1357,-0.0842,0.7707,-0.1101,-0.024,0.5339,-0.0908,9.405,21.7,47.8179,279.4017,0.1044,0.0616,0.0205,0.0126,0.2025,0.066,1.1818,-0.1291,0.3585,1.5127,0.0096,1.0619,-0.3404,-0.0156,0.7608,0.0088
"555",NA,2.1574,1.0108,1.484,3.9471,-0.283,1.8227,0.4979,0.591,1.7189,-0.2876,12.88,28.92,77.3775,426.6917,0.0812,0.0582,0.062,0.0234,0.1566,0.0571,2.8649,0.8219,2.0605,3.5918,-0.2311,2.7151,0.5716,1.6202,2.6138,-0.2316
"62",NA,0.0822,-0.1565,0.8955,2.0162,-1.9574,-0.1811,-0.5972,0.1658,0.5697,-1.9666,8.598,20.98,50.9844,266.6623,0.1243,0.0896,0.03,0.0093,0.1828,0.0676,0.5014,-0.9152,0.655,2.2312,-2.3152,0.3897,-1.1219,0.2974,1.5409,-2.3163
"485",NA,1.539,1.5872,3.3877,2.4097,0.8777,1.1784,1.2859,2.3987,-0.2815,0.8704,15.73,11.28,110.4267,784.534,0.1043,0.1299,0.1191,0.0621,0.1784,0.0626,1.8657,2.1789,4.0756,1.2877,0.9965,1.6957,2.0434,3.5866,0.1567,0.9957
"104",NA,-0.3413,0.547,0.7693,1.6295,1.472,-0.6244,0.1313,-0.013,-0.0536,1.4654,9.876,19.4,64.3836,168.6105,0.1005,0.097,0.0615,0.0303,0.1945,0.0632,-0.6517,0.6403,1.0243,0.4083,2.4408,-0.7752,0.4441,0.6368,-0.3745,2.4401
"300",NA,-0.3,0.6566,-0.8493,2.9997,-0.7093,-0.5981,0.1919,-1.6532,1.2127,-0.7155,10.51,23.09,55.7477,227.9647,0.1015,0.068,0.025,0.0188,0.1695,0.0656,-0.6691,0.841,-1.2771,3.3494,-1.3285,-0.7989,0.6216,-1.6736,2.5282,-1.3292
"535",NA,0.0552,1.2073,-0.3739,2.0074,-0.0091,-0.2446,0.8105,-1.1986,0.1356,-0.0149,10.96,17.62,80.2856,350.5582,0.0969,0.0975,0.0526,0.0279,0.1619,0.0641,-0.8541,1.8863,-0.2952,1.1935,-0.2073,-0.9872,1.7017,-0.7032,0.3412,-0.208
"525",NA,0.7247,1.6796,2.1615,0.4605,0.0238,0.4399,1.2989,1.3833,-1.2145,0.0193,9.847,15.68,67.8171,182.9064,0.0949,0.0842,0.0233,0.0242,0.1387,0.0689,0.8622,2.1271,2.6252,-1.0332,-0.2278,0.7387,1.9554,2.2406,-1.8115,-0.2283
"309",NA,0.2927,-1.7379,-0.1356,2.4739,-0.4643,-0.0557,-2.0892,-1.0546,0.1314,-0.4684,13.5,12.71,96.0317,724.3648,0.0738,0.0361,0.0028,0.0044,0.1365,0.0534,0.1328,-2.1065,-0.681,1.381,-0.3833,-0.0223,-2.256,-1.13,0.3648,-0.3837
"183",NA,-0.987,-0.8922,1.767,2.2403,1.046,-1.3536,-1.3172,0.7838,-0.4882,1.0386,15.7,20.31,94.2546,783.9938,0.096,0.088,0.0659,0.0519,0.1618,0.0555,-1.4105,-1.2703,1.5633,0.5095,1.7387,-1.5811,-1.4722,1.0777,-0.633,1.7379
"492",NA,1.9948,1.5455,2.3315,3.3656,1.3892,1.5972,1.2028,1.2815,0.2508,1.3841,17.85,13.23,107.4497,1131.4291,0.0784,0.0622,0.0445,0.0418,0.122,0.0524,3.2305,2.4174,2.7901,1.41,2.6759,3.0445,2.2646,2.2749,0.1492,2.6754
"331",NA,0.9911,-0.1734,0.74,4.5502,-0.1425,0.6277,-0.5325,-0.262,1.7761,-0.1488,16.03,15.51,110.9247,791.2634,0.0949,0.1371,0.1204,0.0704,0.1782,0.0598,1.7435,-0.1076,-0.0369,3.9594,-0.0299,1.5715,-0.2761,-0.5325,2.8022,-0.0306
"46",NA,0.8536,1.1346,-0.8192,3.8824,0.8302,0.4628,0.7595,-1.8996,0.6458,0.8216,18.65,17.6,121.6029,1109.6487,0.1099,0.1686,0.1974,0.1009,0.1907,0.0605,1.1145,1.4213,-1.9334,2.6841,1.7789,0.9253,1.2396,-2.4662,1.3857,1.778
"452",NA,-2.0321,0.5041,3.0267,3.961,1.4483,-2.4433,0.0448,1.9267,0.5507,1.4394,19.59,25,114.3915,1150.8466,0.1032,0.0987,0.1655,0.0906,0.1663,0.0539,-3.5503,0.0721,3.6843,2.5353,2.3073,-3.7469,-0.1555,3.1435,1.1863,2.3063
"496",NA,1.09,-0.2076,0.1365,3.5435,0.0023,0.7333,-0.631,-0.8216,0.9727,-0.0046,14.87,20.21,97.4501,621.81,0.0959,0.0834,0.0682,0.0495,0.1487,0.0575,1.3467,-0.7478,-0.8589,2.6311,0.5824,1.1821,-0.949,-1.3327,1.5393,0.5817
"61",NA,-0.2763,0.8509,0.6694,1.5149,0.6635,-0.5669,0.4756,-0.1226,-0.1988,0.6562,10.17,14.88,52.0296,436.3079,0.1134,0.0806,0.0108,0.0129,0.2743,0.0696,-0.2272,0.6812,0.8808,0.94,1.5294,-0.3537,0.5152,0.4911,0.144,1.5286
"516",NA,-0.0539,1.7066,0.4429,2.7376,-0.9369,-0.3615,1.296,-0.394,0.8036,-0.9444,11.34,18.61,75.3534,369.6316,0.1049,0.085,0.043,0.0259,0.1927,0.0621,-0.0203,2.3706,0.0482,2.1737,-0.7132,-0.1569,2.1792,-0.3656,1.2981,-0.714
"461",NA,2.0479,0.1474,1.1421,4.6963,0.8754,1.6679,-0.3419,0.1129,1.6875,0.869,17.08,27.15,107.0833,995.307,0.099,0.111,0.1007,0.0643,0.1793,0.0628,2.5994,-0.3413,1.1029,3.8331,1.4079,2.4196,-0.5817,0.5954,2.6033,1.4072
"269",NA,4e-04,-0.629,-0.0135,1.603,-1.2668,-0.3334,-1.0119,-0.9084,-0.6153,-1.2735,12.87,16.21,73.0964,433.7718,0.0942,0.0622,0.039,0.0162,0.201,0.0577,-0.2066,-1.3118,-0.289,0.5194,-1.6907,-0.3562,-1.487,-0.7292,-0.4561,-1.6914
